Vuosi;Kuukausi;Kuukausi numero;Toimiala;Mustavalkosivu A4 (sivua);Värisivu A4 (sivua);Mustavalkosivu A3 (sivua);Värisivu A3 (sivua);Yhteensä (sivua)
2019;marraskuu;11;Oulun Energia/Urakointi Oy;760;1424;21;206;2411
2019;marraskuu;11;Oulun Infra -liikelaitos;8737;4340;271;745;11085
2019;marraskuu;11;Oulun kaupunginteatteri Oy;2770;2515;50;423;5758
2019;marraskuu;11;Oulun Palvelusäätiö;1325;58;0;0;1383
2019;marraskuu;11;Oulun Satama Oy;1561;791;0;0;2352
2019;marraskuu;11;Oulun seudun ympäristötoimi -liikelaitos;3000;2257;0;0;5257
2019;marraskuu;11;Oulun Tilapalvelut -liikelaitos;18549;7657;453;273;19117
2019;marraskuu;11;Oulun Tuotantokeittiö Oy;9801;984;3;4;10792
2019;marraskuu;11;Oulun Vesi -liikelaitos;4026;5084;56;217;9241
2019;marraskuu;11;Rakennusvalvonta;4979;1733;224;170;7106
2019;marraskuu;11;Sivistys- ja kulttuuripalvelut / kulttuuri;50596;34436;2313;1787;66073
2019;marraskuu;11;Sivistys- ja kulttuuripalvelut / liikunta;11803;4547;317;286;15774
2019;marraskuu;11;Sivistys- ja kulttuuripalvelut / nuoriso;30222;9909;333;335;17636
2019;marraskuu;11;Sivistys- ja kulttuuripalvelut / opetus;1380989;355955;68034;24791;1817704
2019;marraskuu;11;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;153873;59996;897;818;190082
2019;marraskuu;11;Työterveys Virta Oy;19242;3650;17;3;22912
2019;marraskuu;11;Yhdyskunta- ja ympäristöpalvelut;30116;14881;958;1395;47350
2020;marraskuu;11;Business Oulu -liikelaitos;7141;2495;15;95;9746
2020;marraskuu;11;Hyvinvointipalvelut;392965;70191;1161;199;463893
2020;marraskuu;11;Kiertokaari Oy;2139;617;18;26;2800
2020;marraskuu;11;Konsernihallinto;13942;5253;20;93;19308
2020;marraskuu;11;Monetra Oulu Oy;7555;549;9;0;7359
2020;marraskuu;11;Nallikari Seaside Oy;1032;636;0;0;1668
2020;marraskuu;11;Oulu-Koillismaan pelastuslaitos;10638;9879;43;146;20706
2020;marraskuu;11;Oulun Digi -liikelaitos;3998;2233;1;2;6234
2020;marraskuu;11;Oulun Energia Oy;7293;5569;343;705;13910
2020;marraskuu;11;Oulun Energia/Siirto ja Jakelu Oy;515;752;12;115;1394
2020;marraskuu;11;Oulun Energia/Urakointi Oy;1633;1193;50;232;3108
2020;marraskuu;11;Oulun Infra -liikelaitos;5874;5055;118;575;10223
2020;marraskuu;11;Oulun kaupunginteatteri Oy;2200;1198;54;74;3526
2020;marraskuu;11;Oulun Palvelusäätiö;1040;58;0;0;1098
2020;marraskuu;11;Oulun Satama Oy;268;104;0;0;372
2020;marraskuu;11;Oulun seudun ympäristötoimi -liikelaitos;3950;900;0;0;4850
2020;marraskuu;11;Oulun Tilapalvelut -liikelaitos;10742;3897;170;239;7317
2020;marraskuu;11;Oulun Tuotantokeittiö Oy;23934;6183;26;39;30182
2020;marraskuu;11;Oulun Vesi -liikelaitos;3481;4058;64;184;7715
2020;marraskuu;11;Rakennusvalvonta;2555;1182;173;130;4040
2020;marraskuu;11;Sivistys- ja kulttuuripalvelut / kulttuuri;39931;20509;1514;1069;41898
2020;marraskuu;11;Sivistys- ja kulttuuripalvelut / liikunta;5436;3263;125;246;8067
2020;marraskuu;11;Sivistys- ja kulttuuripalvelut / nuoriso;26759;10489;455;474;16706
2020;marraskuu;11;Sivistys- ja kulttuuripalvelut / opetus;1209067;346447;62551;22766;1631044
2020;marraskuu;11;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;135263;59849;787;977;170278
2020;marraskuu;11;Työterveys Virta Oy;17493;3776;4;12;21285
2020;marraskuu;11;Yhdyskunta- ja ympäristöpalvelut;15817;7731;345;941;24834
2022;marraskuu;11;Business Oulu -liikelaitos;7425;3497;14;144;11080
2022;marraskuu;11;Hyvinvointipalvelut;428872;80943;966;191;505648
2022;marraskuu;11;Kiertokaari Oy;2142;972;17;38;3169
2022;marraskuu;11;Konsernihallinto;13354;6803;187;192;6406
2022;marraskuu;11;Monetra Oulu Oy;7450;1529;10;2;7712
2022;marraskuu;11;Nallikari Seaside Oy;1720;1237;0;0;2957
2022;marraskuu;11;Oulu-Koillismaan pelastuslaitos;9728;11716;42;39;21525
2022;marraskuu;11;Oulun Digi -liikelaitos;12769;2884;206;73;11477
2022;marraskuu;11;Oulun Infra -liikelaitos;3680;3911;57;647;7570
2022;marraskuu;11;Oulun kaupunginteatteri Oy;3159;1472;16;72;4719
2022;marraskuu;11;Oulun kulttuurisäätiö sr;636;252;0;0;888
2022;marraskuu;11;Oulun Palvelusäätiö;597;56;0;0;653
2022;marraskuu;11;Oulun Satama Oy;307;467;0;0;774
2022;marraskuu;11;Oulun seudun ympäristötoimi -liikelaitos;4383;793;0;0;5176
2022;marraskuu;11;Oulun Tilapalvelut -liikelaitos;4536;1358;154;125;3815
2022;marraskuu;11;Oulun Tuotantokeittiö Oy;30548;1069;9;36;31662
2022;marraskuu;11;Oulun Vesi -liikelaitos;2764;3653;70;155;6532
2022;marraskuu;11;Rakennusvalvonta;3977;1889;299;370;6535
2022;marraskuu;11;Sivistys- ja kulttuuripalvelut / kulttuuri;62594;23707;3113;1618;46515
2022;marraskuu;11;Sivistys- ja kulttuuripalvelut / liikunta;7608;3737;203;205;9656
2022;marraskuu;11;Sivistys- ja kulttuuripalvelut / nuoriso;45130;13595;1469;775;16597
2022;marraskuu;11;Sivistys- ja kulttuuripalvelut / opetus;1267189;439444;65573;28997;1776801
2022;marraskuu;11;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;161336;89425;2117;1445;198170
2022;marraskuu;11;Yhdyskunta- ja ympäristöpalvelut;19112;11864;386;439;31801
2019;joulukuu;12;Business Oulu -liikelaitos;13079;5364;114;56;18613
2019;joulukuu;12;Hyvinvointipalvelut;322942;40952;533;262;364059
2019;joulukuu;12;Kiertokaari Oy;2057;743;20;29;2849
2019;joulukuu;12;Konsernihallinto;20282;4358;21;43;24704
2019;joulukuu;12;Monetra Oulu Oy;13119;1007;0;0;13036
2019;joulukuu;12;Nallikari Seaside Oy;1326;879;0;0;2205
2019;joulukuu;12;Oulu-Koillismaan pelastuslaitos;15145;10902;13;7;26067
2019;joulukuu;12;Oulun Digi -liikelaitos;1197;556;1;19;1773
2019;joulukuu;12;Oulun Energia Oy;7903;5650;186;361;14100
2019;joulukuu;12;Oulun Energia/Sähkönmyynti Oy;2101;2261;6;38;4406
2019;joulukuu;12;Oulun Energia/Siirto ja Jakelu Oy;1118;891;42;58;2109
2019;joulukuu;12;Oulun Energia/Urakointi Oy;407;1061;22;153;1643
2019;joulukuu;12;Oulun Infra -liikelaitos;4727;2363;106;541;6035
2019;joulukuu;12;Oulun kaupunginteatteri Oy;1844;629;7;29;2509
2019;joulukuu;12;Oulun Palvelusäätiö;1097;73;0;0;1170
2019;joulukuu;12;Oulun Satama Oy;943;433;0;0;1376
2019;joulukuu;12;Oulun seudun ympäristötoimi -liikelaitos;2999;761;0;0;3760
2019;joulukuu;12;Oulun Tilapalvelut -liikelaitos;17135;3190;71;72;16236
2019;joulukuu;12;Oulun Tuotantokeittiö Oy;8925;764;2;7;9698
2019;joulukuu;12;Oulun Vesi -liikelaitos;3158;3902;42;139;7075
2019;joulukuu;12;Rakennusvalvonta;2989;1709;145;222;5065
2019;joulukuu;12;Sivistys- ja kulttuuripalvelut / kulttuuri;37711;18496;1162;697;44860
2019;joulukuu;12;Sivistys- ja kulttuuripalvelut / liikunta;6918;3436;31;42;10077
2019;joulukuu;12;Sivistys- ja kulttuuripalvelut / nuoriso;19644;6612;155;110;13444
2019;joulukuu;12;Sivistys- ja kulttuuripalvelut / opetus;746294;207582;26790;12099;985728
2019;joulukuu;12;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;96240;35925;458;331;117170
2019;joulukuu;12;Työterveys Virta Oy;12790;1930;7;0;14727
2019;joulukuu;12;Yhdyskunta- ja ympäristöpalvelut;25310;13194;646;1537;40687
2020;joulukuu;12;Business Oulu -liikelaitos;5951;2095;13;22;8081
2020;joulukuu;12;Hyvinvointipalvelut;385157;53442;720;164;438975
2020;joulukuu;12;Kiertokaari Oy;1978;767;26;87;2858
2020;joulukuu;12;Konsernihallinto;11775;3658;3;5;15441
2020;joulukuu;12;Monetra Oulu Oy;5632;1156;1;1;5866
2020;joulukuu;12;Nallikari Seaside Oy;1173;629;0;0;1802
2020;joulukuu;12;Oulu-Koillismaan pelastuslaitos;11319;9760;65;35;21179
2020;joulukuu;12;Oulun Digi -liikelaitos;3581;1860;1;2;5444
2020;joulukuu;12;Oulun Energia Oy;11225;4688;194;561;16668
2020;joulukuu;12;Oulun Energia/Siirto ja Jakelu Oy;785;427;155;69;1436
2020;joulukuu;12;Oulun Energia/Urakointi Oy;513;1260;18;197;1988
2020;joulukuu;12;Oulun Infra -liikelaitos;4107;3453;97;392;6677
2020;joulukuu;12;Oulun kaupunginteatteri Oy;1694;995;11;63;2763
2020;joulukuu;12;Oulun Palvelusäätiö;939;75;0;0;1014
2020;joulukuu;12;Oulun Satama Oy;297;93;0;0;390
2020;joulukuu;12;Oulun seudun ympäristötoimi -liikelaitos;4045;1091;0;0;5136
2020;joulukuu;12;Oulun Tilapalvelut -liikelaitos;7509;2753;74;53;5387
2020;joulukuu;12;Oulun Tuotantokeittiö Oy;31953;1608;10;16;33587
2020;joulukuu;12;Oulun Vesi -liikelaitos;3378;4272;71;168;7797
2020;joulukuu;12;Rakennusvalvonta;2163;793;162;101;3219
2020;joulukuu;12;Sivistys- ja kulttuuripalvelut / kulttuuri;22962;12261;841;948;22690
2020;joulukuu;12;Sivistys- ja kulttuuripalvelut / liikunta;1306;728;37;77;1829
2020;joulukuu;12;Sivistys- ja kulttuuripalvelut / nuoriso;17380;6034;168;201;9560
2020;joulukuu;12;Sivistys- ja kulttuuripalvelut / opetus;646073;193330;23200;13239;868845
2020;joulukuu;12;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;132077;50660;479;657;167053
2020;joulukuu;12;Työterveys Virta Oy;14619;2185;10;0;16814
2020;joulukuu;12;Yhdyskunta- ja ympäristöpalvelut;13463;6693;442;692;21290
2021;joulukuu;12;Business Oulu -liikelaitos;17370;7023;50;217;24660
2021;joulukuu;12;Hyvinvointipalvelut;784199;169904;2164;930;955610
2021;joulukuu;12;Kiertokaari Oy;3013;1864;20;45;4942
2021;joulukuu;12;Konsernihallinto;7481;1701;0;0;9182
2021;joulukuu;12;Monetra Oulu Oy;61276;9984;1894;517;71840
2021;joulukuu;12;Nallikari Seaside Oy;2304;2305;0;0;4609
2021;joulukuu;12;Oulu-Koillismaan pelastuslaitos;22603;19433;67;79;42182
2021;joulukuu;12;Oulun Digi -liikelaitos;1050;1094;1;9;2154
2021;joulukuu;12;Oulun Energia Oy;10964;11621;257;797;23639
2021;joulukuu;12;Oulun Infra -liikelaitos;5652;7198;82;1020;12964
2021;joulukuu;12;Oulun kaupunginteatteri Oy;4885;2803;109;120;7917
2021;joulukuu;12;Oulun Palvelusäätiö;1820;71;0;0;1891
2021;joulukuu;12;Oulun Satama Oy;1259;221;0;0;1480
2021;joulukuu;12;Oulun seudun ympäristötoimi -liikelaitos;9179;1469;0;0;10648
2021;joulukuu;12;Oulun Tilapalvelut -liikelaitos;6807;3299;218;97;6131
2021;joulukuu;12;Oulun Tuotantokeittiö Oy;49198;8939;90;120;58347
2021;joulukuu;12;Oulun Vesi -liikelaitos;6368;8271;131;357;14384
2021;joulukuu;12;Rakennusvalvonta;6834;1602;307;72;8815
2021;joulukuu;12;Sivistys- ja kulttuuripalvelut / kulttuuri;87268;40544;1866;2242;80373
2021;joulukuu;12;Sivistys- ja kulttuuripalvelut / liikunta;9137;4825;170;216;12627
2021;joulukuu;12;Sivistys- ja kulttuuripalvelut / nuoriso;57808;19966;749;588;27775
2021;joulukuu;12;Sivistys- ja kulttuuripalvelut / opetus;1874046;627552;85494;50203;2615878
2021;joulukuu;12;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;263263;133683;1938;1645;331753
2021;joulukuu;12;Yhdyskunta- ja ympäristöpalvelut;34411;18879;753;793;54836
2022;joulukuu;12;Business Oulu -liikelaitos;6252;3602;15;91;9960
2022;joulukuu;12;Hyvinvointipalvelut;348134;62915;601;218;409523
2022;joulukuu;12;Kiertokaari Oy;2130;614;10;29;2783
2022;joulukuu;12;Konsernihallinto;10280;3346;86;78;7018
2022;joulukuu;12;Monetra Oulu Oy;5521;852;0;0;5561
2022;joulukuu;12;Nallikari Seaside Oy;1097;875;0;0;1972
2022;joulukuu;12;Oulu-Koillismaan pelastuslaitos;8108;8156;27;62;16353
2022;joulukuu;12;Oulun Digi -liikelaitos;13225;2314;339;44;11263
2022;joulukuu;12;Oulun Infra -liikelaitos;2977;2571;29;347;5319
2022;joulukuu;12;Oulun kaupunginteatteri Oy;2336;670;22;34;3062
2022;joulukuu;12;Oulun kulttuurisäätiö sr;539;174;0;0;713
2022;joulukuu;12;Oulun Palvelusäätiö;435;19;0;0;454
2022;joulukuu;12;Oulun Satama Oy;214;308;0;0;522
2022;joulukuu;12;Oulun seudun ympäristötoimi -liikelaitos;4435;434;0;0;4869
2022;joulukuu;12;Oulun Tilapalvelut -liikelaitos;2360;1099;22;30;2191
2022;joulukuu;12;Oulun Tuotantokeittiö Oy;28080;1672;5;28;29785
2022;joulukuu;12;Oulun Vesi -liikelaitos;2349;3617;29;96;6011
2022;joulukuu;12;Rakennusvalvonta;2866;886;138;71;3961
2022;joulukuu;12;Sivistys- ja kulttuuripalvelut / kulttuuri;34469;16746;702;1036;32890
2022;joulukuu;12;Sivistys- ja kulttuuripalvelut / liikunta;3837;2654;15;80;6000
2022;joulukuu;12;Sivistys- ja kulttuuripalvelut / nuoriso;20024;7348;219;172;7781
2022;joulukuu;12;Sivistys- ja kulttuuripalvelut / opetus;587440;219200;22648;12078;826249
2022;joulukuu;12;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;100225;57043;670;814;134271
2022;joulukuu;12;Yhdyskunta- ja ympäristöpalvelut;13272;8091;214;454;22031
